"","Title","Date","User","Body","Rating","Show"
"1750","Constant disappointment",2016-10-11,"Nebrides","This podcast rarely goes beyond the run of the mill media echo chamber orthodoxy. Ron Elving is mildly charming, but in a very pedantic way, you can get that same flavor with more substance from the Slate gabfest pod. Domingo Montanaro knows his stuff, but you can get much better analysis from the run up and 538. Asma Khalid is awesome and a natural treasure, but there's not enough of her to justify slogging through all the other nonsense. I have been waiting for Sam Sanders to say something insightful for months. What a tool.",3,"Politics"
"1751","Mailing Politics Enjoyable",2016-10-07,"MarieStJames","I find myself excited for this to come out. It's a thoughtful but fun and always factual discussion.",5,"Politics"
"1752","My favorite podcast, hands down! 👍👍",2016-10-07,"Jemez Bob","My week wouldn't be complete without multiple installments of these very effective, and often brilliant, commentators who help me make sense of -- and inform my perspective on -- the complexities of our imperfect, sometimes maddening and dysfunctional, political system. For better or worse it's ours...and I love the way they help me continue to appreciate and value our political structures and processes, warts and all.",5,"Politics"
"1753","Honest, fun, informative",2016-10-07,"Boat Carpenter","Political reporting at its best. Honest to god reporters, not party hacks or partisans. You'll be smarter after every episode.",5,"Politics"
"1754","Simple for me ..",2016-10-08,"Kwoods89","Best podcast .. hands down ... extremely knowledgeable!! Keep it up !!",5,"Politics"
"1755","Knowledge-packed, Fun, and Interesting episodes!!",2016-10-08,"9198919ljp","I only knew the basics of politics before I started listening to NPR politics. They explain topics so clearly and in an interesting way. Now that I've been listening for a few months, I have a much greater understanding of the election and what is going on today in politics. I enjoy the different views and personalities of the co-hosts and I love how much fun they have! Keep doing the segment ""Cant Let It Go"" and producing such great content each week!! Thanks NPR politics!!",5,"Politics"
"1756","The best!",2016-10-08,"Sheb the Master","Absolutely must-listen this election. My favorite podcast! I can't get enough. Keep up the great work.",5,"Politics"
"1757","Worst Political Podcast, ever!",2016-10-08,"Real Journalist","This podcast is frustratingly biased. Sam Sanders represents everything wrong with the emasculated American male. This isn't real journalism but rather a group of faux journalist who prattle on about their social justice warrior issues. As a liberal, this Podcast is everything wrong with the regressive left.",1,"Politics"
"1758","Really annoying politics coverage.",2016-10-09,"Pengwuin18","In general it is frustrating to hear the false equivalency of the coverage of trump and Clinton.
But transitioning from trump's latest tape and behavior to talk about Hilary's speech expert at the same way was too much.",1,"Politics"
"1759","Love it!!! So positive and informative!!!",2016-10-09,"Private Teacher","👏🏻👏🏻👏🏻👏🏻",5,"Politics"
"1760","Can't Let It Go . . . .",2016-10-09,"TroyMcN","It's essential listening every Friday. Great panelists having great discussions that you wish you could join.",5,"Politics"
"1761","Great in depth political coverage",2016-10-09,"Exposing eclectic NJ music","Savvy and on-point. Lacks a bit of balance from 'the alt-right' perspective (c'mon it's NPR), but overall a very comprehensive intelligent recap of all things politics in the U.S. with an informal conversational tone.",4,"Politics"
"1762","Informative and Fun",2016-10-09,"Ally21088","I have been listening to this podcast since day 1- I feel like I have gotten to know the hosts:) I feel that they share the news in a very balanced way! It has made this bumpy road of a presidential election bearable! I also love that hey have diversity in their staff, which makes it more interesting and relatable to a wider audience. Keep up the great work!",5,"Politics"
"1763","Love it!",2016-10-09,"JamyeMartin","Easy and fun to listen to. Fairly unbiased and very informational.",5,"Politics"
"1764","Not professional",2016-10-09,"86carr","The podcast has decent production value and the talent does stick to some facts but usually only there facts they like. They can't seem to stay agnostic. Look to Politico for something more professional.",2,"Politics"
"1765","Sanity in this political season",2016-10-09,"VG-70","One of the few places I tune to for politics news this season. The commentary is well grounded in reality. The team is awesome!",5,"Politics"
"1766","Love it",2016-10-09,"Stoneboro79","I'm a Gov/Pol teacher and I love the pod and students love it as well. Simple and easy to understand breakdowns of events, inner working of American government, and political history make it great for those just becoming interested in politics but it's got plenty of depth to hold the interest of us grizzly old politics vets. One of my favs!",5,"Politics"
"1767","Highlight of my commute",2016-10-09,"Sir Bear-Hands","I look forward to listening to their original coverage and insight into current events in this atypical year we have found ourselves in. Both their scheduled content and topical stuff brings coverage that's up to date and feels real. Great hosts, and solid coverage!",5,"Politics"
"1768","Where's Ken?",2016-10-09,"j footprint","I was about to subscribe, but considering how banal NPR is getting, and how ""entertaining"" (read irritating) the on-air hosts are getting/have been (Inskeep , Shapiro, ...), I thought it better to review some of the comments. Yup, as I expected, it sounds like Ron Elving is the adult in a room full of amateurs.",1,"Politics"
"1769","A Worthy Successor to It's All Politics",2016-10-09,"Neil Gussman","I wore a black armband three years ago when It's All Politics ended its long run. This podcast is lots of fun a big cast of experts with complimentary areas of expertise. The ""Can't Let It Go"" segment is a great wrap-up.",5,"Politics"
"1770","Sanders aversion",2016-10-10,"Tobias in Chicago","It's his voice and his analysis that lack substance. I'd love this podcast if Sanders' voice wasn't prohibitively cloying. So sorry NPR. I'm a mega fan otherwise.",1,"Politics"
"1771","MPR Politics podcast",2016-10-05,"Granny Kak","This is an excellent, unbiased summary of the political campaign, backed by careful fact-checking. Much better to listen to than the actual candidates.",5,"Politics"
"1772","So great",2016-10-05,"Nate Shapiro","Are politics getting you down? Are you embarrassed that you don't know what the TPP is*? Do you want to know what's going on but hate the regular news cycle?If you answered yes, this podcast is for you!",5,"Politics"
"1773","Great unbiased politics",2016-10-05,"Marott","Rather than listen to a podcast that loves either 1 candidate or the other, listen to this one & be vocalizied!!
There is a great mixture of reporters that bring you the facts & in a way that you want to listen to. I",5,"Politics"
"1774","Shallow and cutesy",2016-10-05,"bergerman","I really wanted to like this podcast. I have given it a long try and it has not improved. I'm done. The core group of commentators seem vague, somewhat uninformed, very light on facts, mostly trying to entertain each other but not the listener. I expect more from NPR. Such a disappointment, especially during this crazy election.",1,"Politics"
"1775","This is the best political podcast out there",2016-10-05,"Julmagana","These guys do an amazing job at summing up the ever-changing political atmosphere. I consume a fair amount of political commentary and I would say they do the best job at summarizing what is going on out there in a very entertaining way! I have been telling all my friends to subscribe!",5,"Politics"
