Title,Date,User,Body,Rating 
Fresh Air podcasts on my iPhone,08/23/2011,Ann Saunders,"Love the podcasts, but I can no longer adjust the volume. There's no longer a bar to move to a different place in the podcast. Also, if you have to pause the podcast or if the signal gets weak, you have to start all over at the very beginning. It no longer begins where you left off. Please go back to the old way, but add titles.",5
Change back the streaming player!,08/24/2011,Super Honky,"By changing the way the player works it makes it impossible to fast forward or reverse when streaming podcasts. This is really lame!!
It won't even restart where you played it last!",1
Disgusted by Apple's greed,08/24/2011,Worddancer,Hundreds of dollars for an iPod touch in March. Put up that ridiculous amount of money for this proprietary device so that I could easily have access to podcasts. Now Apple won't let people download them on iPods? Last Apple device I ever buy.,1
Really Sad.,08/24/2011,Juinjuilletaout,"The changes make listening to podcasts really difficult now. I want
to listen to Fresh Air without downloading. Any chance of",5
An Alternative to iTunes,08/25/2011,M D Mills,"Can't get Fresh Air on iTunes? NPR will send Freah Air to Yahoo and you can listen from there. Unless that access gets pulled, too. Go to the NPR website and click ""Podcasts,"" then click Freah Air and then its Yahoo button, But it seems only to go back a few shows.",1
Streaming and downloading,08/25/2011,HawnZ,"I've been able to stream using the NPR Addict app from the AppStore.

For downloading, get a free download manager app from the AppStore and go to the Fresh Air web site for a link to the podcast.",1
Boo!,08/26/2011,Fredswas,"I don't like this new format. I can stream, but can't do anything else at the same time now, or I need to download the whole thing and then use iTunes.",1
From darkness to light,08/26/2011,AlexMakes3,"FreshAir is a wonderful program of intelligent, thoughtful, curious insight into an otherwise chaotic mess of daily drum beating trying to out do each other.",5
Ms.,08/28/2011,Lenarivers,"Awfulawfulawful new format, no podcasts awful!!!!!!!!!",1
Fresh air down loading,08/28/2011,Coolmangroup,I don't use my iPhone for much other than calls and calendar BUT dowloading Fresh Air was one of the few benefits for me. Is there any reason not to permit this anymore? Please return to the old format. If not I will probably stop my I Internet service,1
Terrible,08/29/2011,Asnyds,So sad to not be able to download my favorite shows anymore. Why the change?,1
iPhone user tip,08/30/2011,pdxkb,"The new format puts the recent podcasts below the screen. Just scroll down and you'll see them all there just like before. (DAMHIKT)
I absolutely love these podcasts. Interesting guests and even better interview questions. I always leave wanting to know more. Thanks for such a great program.",5
Thank you for changing it back!,08/31/2011,Jimplando,Power to the people,1
Everything but the host,04/19/2011,PapaPancake,I love variety and depth. Her ums and uhs drive me nuts.,5
A hidden jewel,04/19/2011,Lokynyc,I discovered this hidden jewel and now it's just a part of my life. Let it in and trust me it will be a part of yours.,5
Terry Gross is the smartest interviewer in America,05/03/2011,Dillon Font,Seriously.,5
Best interview show,05/14/2011,inw9,!,5
Great interviews,05/30/2011,MartySheff1,It's impossible no to like terry. She has the most soothing and pleasant voice and her interviewing style is smooth and seamless. Only complaint is that they dont label the shows by title or guest. Slightly annoying as i dont download everyday.,4
TITLES PLEASE!!!,05/31/2011,vbiezzz,"Otherwise, I love Fresh Air!!",5
Love this show,06/06/2011,pbd,"Enough people have mentioned the titles thing. Even with that, the show is so great it gets five stars. Love it!!!",5
Titles,06/15/2011,Pmrjulio,"As everyone says, please add podcast titles. It is sad to download a 45+ min podcast to realize you are not interested. I like the show and downloaded the Jimmy Fallon interview, because it said ""Jimmy Fallon"". Unless I download the same day or next day of the show, I don't download, as I don't lnow what I'm downloading.",3
Improve this with titles,06/16/2011,Dan in japan,"Although I can listen to any episode and be entertained, it would be nice to be able to scan with titles, especially if looking for a certain episode. What's the deal? So many requests for this.",4
Love this show but titles please !,06/21/2011,Brown4,I don't understand why this isn't available when all the other 30 podcasts I listen to provide titles. Pleeeeeeeease,5
Seriously. Titles. Seriously.,06/23/2011,BIZMARSKEY,Be fresher with titles.,4
Title please!!!!,06/30/2011,luorihui,Title please,4
One request,07/04/2011,Freshfan3000,This is the smartest show on radio. Please make all your fans happy by showing the topics for each show like you do on the web. It's just the smart thing to do. Thx,5
"Great show, get over the title issue!",07/09/2011,Jwalz88,"I don't see why this show doesn't have a five star rating. Of all the podcasts I listen to none of them have titles and It doesn't make the slightest difference in the rating I give them! I think people should give every episode a listen, despite their familiarity with the subject matter, and perhaps they might learn something new, or be a better conversationist.",5
Gross known for insightful questions,07/10/2011,scoutfish,"""Why are the podcasts listed by date and not topic?""
""That's a really great question Terry.""",5
Tie tils,07/14/2011,GhostOfBasho,Need titles. Otherwise perfect.,5
This is where you put a title,07/16/2011,dkpk,Which these podcasts need,4
Love love LOVE this podcast!,07/24/2011,"Robert ""Bob"" Loblaw","Terri Gross asks the BEST questions and the guests seem to enjoy speaking with her, which really makes her informational interviews seem more like conversations. I love the wide range of topics, from international politics to education to music and movies and tv shows. I love the timbre of her voice and always look forward to the podcasts!!",5
One of the most talented interviewers of this generation,07/29/2011,Angelica ....,"Barbara Walters has nothing on Terri Gross. Maybe just a bit more chutzpah to appear on air and ask idiotic questions. Terri Gross rocks! Answers to her questions weave a tapestry of an insightful dialogue that allows her listeners to peek into the person in the chair, not a PR flack's scripted answers. Frankly, I have not heard an interview where I thought the topic or person was uninteresting. Even my eight year old, who has apoplectic fits when she hears NPR in the car, has embraced Fresh Air.",5
